2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/jurisdiction-areas/", parameters={}
2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.JurisdictionAreaController#getAllJurisdictionAreas()
2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-07T05:14:07.403Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/jurisdiction-areas/", parameters={}
2026-04-07T05:14:07.403Z DEBUG 1 --- [demo] [nio-8000-exec-6] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.JurisdictionAreaController#getAllJurisdictionAreas()
2026-04-07T05:14:07.403Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.a.i.r.JurisdictionAreaController : Fetching all jurisdiction areas
2026-04-10T05:26:25.313Z  INFO 1 --- [demo] [io-8000-exec-10] c.h.m.o.d.s.JurisdictionServiceImpl      : Returning fetched jurisdiction response DTO: JurisdictionCustomResponceDTO(jurisdiction=Jurisdiction(uuid=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, jurisdictionName=Dy CLC Ahmedabad, jurisdictionAcronym=DCA, label=Dy CLC Ahmedabad, languageLabel={}, jurisdictionCode=, usspid=, createdAt=2025-10-23 11:46:10.151, updatedAt=2025-10-23 11:46:10.151, updatedBy=123e4567-e89b-12d3-a456-426614174000, version=1, isActive=true, createdBy=123e4567-e89b-12d3-a456-426614174000, source=System, ipAddress=10.212.79.205, additionalattribute={"undefined":{}}), ea=[EnforcementAgencies(uuid=37002591-91da-4dbf-9052-ec58e531abbc, office=ae05dbb0-f2f8-4fcc-9147-c8a425153695, officeName=Chief Labour Commissioner (Central), eaname=Chief Labour Commissioner (Central), createdAt=2025-06-30 15:45:23.287754, updatedAt=2024-08-30 00:00:00.0, updatedBy=7278a233-25be-4142-9830-4ff53175640e, version=1, IsActive=true, createdBy=7278a233-25be-4142-9830-4ff53175640e, source=office, ipAddress=192.168.1.1)], area=[JurisdictionArea(uuid=0e8e22f3-a918-4adc-bb7c-205d25c61ae3, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=697e54fe-fe12-4780-8923-81d82f0452ff, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.16, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.16, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=6fb8b3f6-c9ee-4a53-9d2a-742504037f92, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=3c8c3f9f-7421-4d09-9772-9f1a5eba386a, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.161, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.161, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=5b43d228-471c-4198-b80d-22b9f23728e4, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=05a47ccf-b578-4e69-a2a0-64681c4578e6, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.161, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.161, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=fd6be039-41be-4eb3-ab1f-9efccbdf6946, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=fb4c56c5-295b-4643-9184-bae21799d274, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.162, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.162, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=c3f3c2e7-5c70-4dc0-86f7-7309a317b894, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=5dc6e74c-225e-4ce9-b6e8-90b9afa26446, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.162, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.162, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=71aac68d-b542-49db-aa0b-847b3eed782c, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=d5ba9f70-3b71-48df-afde-e119778b8f98, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.162, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.162, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=24e8d2bb-1aea-487b-83a1-32103c3bdc40, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=997dfb8e-dbfb-4eaa-a28d-6af99ad84f02, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.162, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.162, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=16d95091-e4c2-4ff5-ace9-dca825be501d, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=7723e2e5-e201-4696-aa57-b5a2446be377, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.163, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.163, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=cdb7da7c-e281-4d01-8f04-0b31c251aa72, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=bd95f9f4-db20-4064-b665-c5a85b20de37, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.163, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.163, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=2a0930f8-618c-42b1-ad92-9d82f4fa69e5, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=5c4d34d5-742d-406e-a7e2-c9a9ce3c4e69, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.163, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.163, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=c736b549-a0e9-4ef8-b73d-803e6b1518f4, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=1125219c-eb1f-4e4a-ac4a-dddec6f1617e, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.164, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.164, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=dd3e9587-a125-4bf9-815a-e97cfdbbf593, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=6ae8b78b-5886-4ec0-9bcf-ea45de614432, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.164, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.164, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=12cf6eb6-a4bc-4edc-9daf-53b9225e5b26, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=6d286ce4-6248-4e7c-ac56-10f847eaec13, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.164, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.164, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=6f34cb76-cb43-434d-ae84-3dccf92a80e2, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=7746a71d-2777-40aa-be31-05594b6f011e, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.164, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.164, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=ef725ab3-716b-4fa5-803b-832efc02b89b, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=131bfd65-33d5-4c3d-bcd2-2ba62ad89799, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.165, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.165, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=03f2257a-becb-4583-97ed-86b6f2866123, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=2638a598-6a71-4e5c-b3f2-91f087d0574c, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.165, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.165, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=fcb4fc7d-8d26-4989-87dc-50dafd492002, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=423b77f5-e7eb-4f32-bfce-144588bdeed1, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.165, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.165, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=1ab00499-f597-4c09-bb37-27829329c71b, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=fa586d70-f466-4cd0-9c8f-c1fcd7cd7e06, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.165, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.165, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=7402acb7-67ae-47c8-a3c6-4e1e6714f3ab, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=4a8cd863-dd44-4b05-aef6-186748ca9c7a, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.166, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.166, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=7ee8a708-6e39-46bb-81f6-ca3622e854f8, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=1f905b73-298e-432c-839f-240fca14504b, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.166, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.166, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=02c8c402-a1cb-4ac4-8e9d-198a7f40a6ea, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=e53bab58-a0d6-4fa9-b7ed-a7600dd8f816, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.166, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.166, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=caf9055d-c8e6-4340-86a4-85028f16dc5a, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=5d5aa34d-c119-467a-9101-d8c6d4ec2b67, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.166, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.166, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=b34be284-8a4d-4065-873a-5568b98caa87, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=dcaacd6f-0935-4f1e-aee8-e76812c79712, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.167, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.167, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=f2f701ea-0318-48dc-9181-3ee2f2e294a9, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=e2f3a6df-7bb6-4f27-afa3-76a18bf93b89, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.167, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.167, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=f0babe36-d547-4d7d-9538-f296b77ca547, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=d8fc33fd-cd23-4bd1-8e0a-a5ab1d48e4ae, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.167, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.167, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=55598053-47fe-4e63-a760-c6f50a2ff301, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=6490f788-627c-4622-94fc-ee324171bb9d, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.167, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.167, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=d6e314f3-d030-4d3c-9eee-83c3455ab6ff, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=1c317697-45b4-4e14-aea6-00517ce9fbb5, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.167, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.167, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=6a84a26d-5bd3-4ea5-b270-6150dc5372bc, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=8292e697-4f1e-4a99-932c-a196d32b9c79, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.168, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.168, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=030482bf-e774-4c8b-bfe4-17d3e390bd42, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=3b14ddff-f433-4055-9235-0aadc0b1ad84, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.168, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.168, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=199829e0-07f6-402e-819d-393c9fff7bae, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=fea7f211-0d70-44d9-981c-8b33efb6ef41, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.168, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.168, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=e4ba17c2-50af-43a8-bacb-6862285837ee, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=7f5d175d-7bee-4b4c-9770-b1cd1efe9417, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.168, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.168, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=b19b16f6-679a-4d19-b42b-df97fcf23589, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=fb4c56c5-295b-4643-9184-bae21799d274, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.168, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.168, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=bb12dd4a-8242-4ede-b8b4-3a11c51fb662, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, district=c508101a-2530-4a69-9970-318c40aaf36b, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.169, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.169, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=a2c1838d-0823-4e40-aeab-0945d24d7a5e, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=776a31b2-d78f-461b-95a6-374e5045cb7d, district=bf4ac931-b915-4b0c-91e3-ef1ddd5f586b, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.169, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.169, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=263b85cc-8665-441a-b27e-a32aee1a044f, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=776a31b2-d78f-461b-95a6-374e5045cb7d, district=b2aff6e9-d0fc-4d19-9c2d-09dda35a1e3f, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.169, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.169, version=1, isActive=true, source=System, ipAddress=10.212.79.205), JurisdictionArea(uuid=ab8b4f7b-df45-4349-9762-89dcfbbe3bc1, jurisdiction=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, state=776a31b2-d78f-461b-95a6-374e5045cb7d, district=b2662823-e355-4366-9d51-b7d587853fe9, pincodeFrom=, pincodeTo=, createdBy=123e4567-e89b-12d3-a456-426614174000, createdAt=2025-10-23 11:46:10.169, updatedBy=123e4567-e89b-12d3-a456-426614174000, updatedAt=2025-10-23 11:46:10.169, version=1, isActive=true, source=System, ipAddress=10.212.79.205)])
2026-04-10T05:26:25.314Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-10T05:26:25.314Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [JurisdictionCustomResponceDTO(jurisdiction=Jurisdiction(uuid=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, j (truncated)...]
2026-04-10T05:26:25.314Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-10T05:28:10.432Z DEBUG 1 --- [demo] [nio-8000-exec-4] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/45c588ef-25ad-4769-ac0a-c55f21e6347d", parameters={}
2026-04-10T05:28:10.433Z DEBUG 1 --- [demo] [nio-8000-exec-4] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-10T05:28:10.433Z DEBUG 1 --- [demo] [nio-8000-exec-4] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-10T05:28:10.432Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/post-details/45c588ef-25ad-4769-ac0a-c55f21e6347d/3a718e99-a62e-434d-9de8-9c0b293320cf", parameters={}
2026-04-10T05:28:10.433Z DEBUG 1 --- [demo] [nio-8000-exec-1] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-10T05:28:10.434Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-10T05:28:10.445Z DEBUG 1 --- [demo] [nio-8000-exec-9] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/45c588ef-25ad-4769-ac0a-c55f21e6347d", parameters={}
2026-04-10T05:28:10.445Z DEBUG 1 --- [demo] [nio-8000-exec-9] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-10T05:28:10.445Z  INFO 1 --- [demo] [nio-8000-exec-9] c.h.m.o.a.inbound.rest.PostsController   : Fetching post with ID: 45c588ef-25ad-4769-ac0a-c55f21e6347d
2026-04-10T05:28:10.445Z  INFO 1 --- [demo] [nio-8000-exec-9] c.h.m.o.d.serviceImpl.PostServiceImpl    : Fetching post details for UUID: 45c588ef-25ad-4769-ac0a-c55f21e6347d
2026-04-10T05:28:10.447Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/post-details/45c588ef-25ad-4769-ac0a-c55f21e6347d/3a718e99-a62e-434d-9de8-9c0b293320cf", parameters={}
2026-04-10T05:28:10.447Z DEBUG 1 --- [demo] [nio-8000-exec-5] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-10T05:28:10.453Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-10T05:28:10.453Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [[PostEnforcementDetailsDto(postId=45c588ef-25ad-4769-ac0a-c55f21e6347d, postPortfolio=Dy CLC AHMEDAB (truncated)...]
2026-04-10T05:28:10.453Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-10T05:28:10.460Z  INFO 1 --- [demo] [nio-8000-exec-9] c.h.m.o.d.serviceImpl.PostServiceImpl    : Fetched post details successfully for UUID: 45c588ef-25ad-4769-ac0a-c55f21e6347d
2026-04-10T05:28:10.460Z  INFO 1 --- [demo] [nio-8000-exec-9] c.h.m.o.a.inbound.rest.PostsController   : Fetched post: CustomePostResponseDTO(uuid=45c588ef-25ad-4769-ac0a-c55f21e6347d, postPortfolio=Dy CLC AHMEDABAD, fileNo=342, level=b67046dc-4a39-499b-ac71-3c1751be3381, postType=49ad35ad-6d57-49ba-8dc6-1a389bc08b65, natureOfPost=3ed43872-fdf7-4a52-9094-85a0282b3d92, createdAt=2025-07-24 09:06:34.331, updatedAt=2026-02-10 11:27:55.662, jurisdictions=[a6bf44f9-2edd-4e20-ab59-ba29f9316d41], roles=[3a718e99-a62e-434d-9de8-9c0b293320cf, 1e8cb7b2-e4fc-4608-9ff5-5a9d08bd5fd9, 45e88d84-db70-4890-8863-1ce9ae406f9c], office=e011a7bb-9b66-4db2-8370-dfb23b1ca447, addressType=null, premiseNoName=Shram Bhavan 4th Floor Nr Gun House Khanpur, locality=Ahmedabad aditi test, subLocality=Khanpur, district=697e54fe-fe12-4780-8923-81d82f0452ff, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, pincode=56ea751b-343d-4942-9e20-94fb087f1059, postOffice=9d6b292b-5f65-4817-a2f7-f648528dcd57, latitude=28.5346436, longitude=77.8484795, officeEmplyoee=8399b963-a891-4488-837b-74defee21263, cityname=Ahmedabad, isActive=true, IsSameAsOffice=true, makeHod=false, postemailid=clc@yopmail.com)
2026-04-10T05:28:10.461Z DEBUG 1 --- [demo] [nio-8000-exec-9] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
